Country,Code,Region,1990_ghg,1991_ghg,1992_ghg,1993_ghg,1994_ghg,1995_ghg,1996_ghg,1997_ghg,1998_ghg,1999_ghg,2000_ghg,2001_ghg,2002_ghg,2003_ghg,2004_ghg,2005_ghg,2006_ghg,2007_ghg,2008_ghg,2009_ghg,2010_ghg,2011_ghg,2012_ghg,2013_ghg,2014_ghg,2015_ghg,2016_ghg,2017_ghg,2018_ghg,2019_ghg,2020_ghg,1990_gdp,1991_gdp,1992_gdp,1993_gdp,1994_gdp,1995_gdp,1996_gdp,1997_gdp,1998_gdp,1999_gdp,2000_gdp,2001_gdp,2002_gdp,2003_gdp,2004_gdp,2005_gdp,2006_gdp,2007_gdp,2008_gdp,2009_gdp,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,2019_gdp,2020_gdp,Status
Korea,KOR,EasternAsia,292105.06,315352.61,343354.15,378545.97,403568.61,433787.92,470280.3,501912.25,431434.46,469414.83,502730.45,516008.72,538458.07,548808.43,557058.76,561521.94,567057.02,580468.84,594047.09,598040.34,656119.74,684756.04,688043.7,697297.56,692088.95,692626.49,693687.73,710645.38,726977.59,701213.74,656222.88,283367525714.932,330648530715.211,355525267405.367,392666101884.959,463617399962.661,566583427334.137,610169556840.077,569754543829.957,383330931042.356,497512659612.052,576178114168.494,547658231279.87,627246081417.004,702717332012.991,793175007858.066,934901071332.984,1053216909887.56,1172614086539.86,1047339010225.25,943941876218.743,1144066965324.49,1253223044718.99,1278427634342.59,1370795199976.18,1484318219633.63,1465773245547.15,1500111596236.37,1623901496835.79,1724845615629.26,1651422932447.77,1637895802792.9,Developing
Latvia,LVA,NorthernEurope,26022.7,24132.74,19362.02,15905.35,13958.3,12589.83,12639.33,12080.47,11576.37,10790.4,10167.78,10760.03,10727.99,10921.16,10862.71,11020.37,11489.43,11935.99,11475.38,10790.56,11857.88,11066.32,10884.33,10800.43,10712.58,10744.79,10742.11,10776.1,11272.33,11131.87,10483.14,5789128636.62293,5789128636.62293,5789128636.62293,5789128636.62293,5789128636.62293,5789128636.62293,5975248851.45482,6527926445.6811,7166275467.65161,7533788133.55753,7958852838.93395,8362398701.58943,9557031605.27512,11771975156.8073,14435700533.368,17003459863.0989,21570076498.6205,31054350977.9784,35854274228.9139,26410909090.9091,23956163076.5575,27474380566.265,28169902669.3784,30204783461.8488,31345148670.5896,27252128626.6281,28064533352.2849,30408509601.8003,34412210812.2783,34308783825.3019,33707320816.3036,Developed
Lithuania,LTU,NorthernEurope,48134.54,50100.69,31026.93,24901.78,23515.74,22486.04,23469.12,23021.51,23912.69,21098.26,19493.65,20266.18,20626.07,20792.93,21592.72,22439.8,22756.1,24730.03,23832.42,19826.13,20741.77,21104.52,21085.98,19954.61,19857.26,20155.06,20220.17,20344.85,20013.48,20244.64,20165.73,7867140395.33705,7867140395.33705,7867140395.33705,7867140395.33705,7867140395.33705,7867140395.33705,8382519637.46224,10118631851.5322,11239547690.9797,10971583944.7561,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41418872976.1196,43018087237.5741,47640770634.427,53724663842.5623,54697379017.3332,56546957475.4912,Developed
Luxembourg,LUX,WesternEurope,12722.41,13353.28,13118.29,13281.35,12447.63,10078.52,10141.47,9494.7,8590.88,9051.27,9635.0,10137.26,10915.32,11366.76,12740.93,12993.83,12824.48,12236.27,12126.21,11584.16,12159.05,12040.48,11804.17,11281.31,10785.44,10313.87,10077.82,10259.74,10563.28,10739.99,9029.9,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21891923076.9231,21177470978.4411,21369028187.9195,23537637869.377,29601904063.2054,35000480506.5806,37658234050.4912,42874225316.7733,51521903914.5907,58604890874.469,54252213114.7541,56159192758.3285,61615545000.3597,59779802783.3455,65184744717.028,68713294386.2129,60047430684.2639,62174650367.2216,65549868206.9418,71250208995.6425,70195715495.5136,73353132793.7076,Developed
Malta,MLT,SouthernEurope,2626.43,2480.07,2513.11,3115.81,2894.13,2691.06,2781.81,2813.49,2787.66,2845.11,2749.71,3025.99,3046.79,3269.04,3176.08,2997.66,3052.24,3139.83,3019.89,2885.26,2962.33,2961.06,3126.27,2799.15,2807.21,2129.16,1846.96,2028.38,2037.8,2149.93,2111.86,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604,Developed
Mexico,MEX,CentralAmerica,467413.12,477528.93,479929.69,483660.29,513962.0,503565.25,521689.45,551984.37,577829.13,569142.31,587814.41,583999.14,606421.94,606865.07,626816.97,636926.16,653275.45,687425.94,736252.57,721705.01,719697.3,737876.95,722401.9,735453.19,734998.19,745778.83,785540.39,757106.36,765600.79,736629.57,736629.57,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5,Developing
Monaco,MCO,WesternEurope,102.46,103.31,108.96,108.11,108.8,105.44,109.23,107.85,106.95,108.16,106.29,106.73,107.11,104.09,98.86,97.74,93.3,93.12,93.8,90.15,87.76,86.3,89.13,91.13,85.2,88.21,86.43,83.33,86.67,83.01,69.76,2481316053.96507,2480598883.85071,2737192565.05576,2574302409.08038,2720310018.90359,3130462610.06703,3137673291.44762,2840175545.06631,2934498443.40672,2906093756.65885,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500.0,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6816219303.25528,Developing
Netherlands,NLD,WesternEurope,221781.04,229711.99,230151.1,230464.25,231199.86,231305.57,241662.09,233328.5,233540.16,221071.12,219454.92,220583.2,218256.53,218993.83,220479.0,214666.95,209523.76,208077.85,207941.41,202300.72,214236.64,199922.92,195581.75,195278.02,187053.58,194015.91,194644.49,191991.17,186759.63,180936.87,164367.79,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886,Developed
New Zealand,NZL,Oceania,64720.07,65688.43,66834.98,66693.83,67859.23,68394.7,70551.54,73381.52,71186.87,72975.47,74850.47,77755.79,77682.44,79827.39,79669.24,81752.18,81773.36,79673.33,79350.4,76647.31,77328.02,77106.15,79086.91,78430.01,79212.63,79036.99,76930.22,78511.4,78776.3,79989.79,77330.66,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509,Developed
Norway,NOR,NorthernEurope,50712.45,48339.04,46706.77,48598.68,50502.11,50834.46,53717.34,53693.41,53765.44,54741.37,54074.16,55298.62,54172.91,54947.55,55427.98,54471.72,54568.94,56272.87,54881.82,52541.06,54925.06,53999.15,53380.67,53615.08,53906.7,54362.82,53447.03,52678.81,52702.97,50958.22,49214.64,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,462250000000.0,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26,Developed
Peru,PER,SouthAmerica,57582.87,57582.87,57582.87,57582.87,57582.87,58351.67333333334,59120.47666666667,59889.28,60658.083333333336,61426.88666666667,62195.69,63262.206000000006,64328.722,65395.238000000005,66461.754,67528.27,70821.796,74115.322,77408.848,80702.374,83995.9,84290.575,84585.25,88251.97,91918.69,94110.785,96302.88,96302.88,96302.88,96302.88,96302.88,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233,Developing
Poland,POL,EasternEurope,474554.32,463180.04,450856.64,450937.34,444827.53,446731.87,460383.54,450012.33,419389.77,407531.8,393992.73,392522.97,382301.82,395538.58,400799.43,400708.69,415341.3,414652.83,407857.18,389826.82,407236.96,405798.76,397900.73,393881.54,381064.72,383395.33,394315.27,409003.18,409003.95,386386.36,371312.43,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142292783505.155,160193242090.427,159357789772.207,174685791563.561,170031005016.259,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671,Developed
Portugal,PRT,SouthernEurope,59473.35,61397.49,65243.11,63745.47,64652.63,69306.34,67012.82,70199.5,75058.7,83168.64,82420.02,81939.94,86394.95,81299.15,84520.57,86489.22,81649.47,79325.45,76900.51,73810.11,69529.86,68058.17,66076.81,64156.75,64041.76,68178.64,66351.94,71404.0,67764.99,64115.51,58029.35,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341,Developed
Romania,ROU,EasternEurope,257137.18,210408.33,194856.67,184393.87,181845.46,188741.81,191736.16,185152.59,168185.19,150290.07,142238.31,145982.34,147998.76,153862.7,152121.61,151327.1,152350.5,155930.78,152897.56,131293.87,126669.91,132871.07,130693.31,118721.67,118214.81,117099.81,115310.16,118358.66,119236.8,115762.75,112036.04,38995454545.4545,28998684210.5263,25121666666.6667,26362894736.8421,30074440483.3837,37435317265.1254,36937074278.3004,35574916294.6429,41694118972.5101,35952781582.2083,37253259016.9976,40394824679.1232,46066101951.2933,57806506024.0964,74972669056.5922,98452791982.7024,122022997508.01,174585202805.233,214313628965.024,174103695930.213,166309355234.589,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635,Developed
Russia,RUS,EasternEurope,3166579.05,3005319.4,2524618.04,2385612.0,2122812.4,2070711.49,2019459.81,1901804.21,1870018.31,1900503.72,1895001.38,1928619.95,1908501.87,1940117.8,1952617.16,1970602.69,2030163.08,2030122.26,2059490.29,1925038.18,2019393.43,2076058.19,2100946.52,2041805.21,2037643.31,2033334.96,2033968.36,2082644.32,2145241.38,2136517.95,2061361.89,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347770731.787,591016690742.798,764017107992.391,989930542278.695,1299705764823.62,1660846387624.78,1222644282201.86,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6,Developing
Saudi Arabia,SAU,WesternAsia,165268.97,178348.06,191427.15,204506.24,217585.33000000002,230664.41999999998,243743.51,256822.6,269901.69,282980.78,296059.87,318987.098,341914.326,364841.554,387768.782,410696.01,433623.238,456550.466,479477.694,502404.922,525332.15,536797.3500000001,548262.55,548262.55,548262.55,548262.55,548262.55,548262.55,548262.55,548262.55,548262.55,117630271802.48,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080.0,161716960000.0,189514926213.333,184137469733.333,189605920240.0,215807655253.333,258742263040.0,328459700114.755,376900135727.637,415964583055.37,519796738640.0,429097899280.0,528207332640.0,671238840106.667,735974843360.0,746647127413.333,756350347333.333,654269902880.0,644935541440.0,688586244293.333,786521831573.333,792966838160.0,700117873253.333,Developing
Slovak Republic,SVK,EasternEurope,73738.67,64343.41,58624.79,55242.88,52686.66,53179.97,52997.96,52819.66,52118.31,50854.29,48986.21,51256.63,49870.15,49973.5,50679.97,50666.31,50444.97,48699.38,49214.16,44955.41,45766.63,44839.9,42451.37,42131.22,40140.2,40869.58,41318.67,42419.28,42276.43,39955.73,37187.89,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30453383763.0514,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90712671900.5229,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569,Developed
Slovenia,SVN,SouthernEurope,18797.65,17447.82,17432.26,17667.82,18082.34,18863.25,19463.62,20003.94,19600.93,18985.92,18769.38,20040.57,20318.61,19987.83,20386.44,20643.29,20833.67,21020.41,21743.29,19566.6,19797.93,19716.01,19083.14,18382.0,16726.12,16912.47,17790.03,17870.43,17689.13,17204.83,15974.78,21352224019.4096,21352224019.4096,21352224019.4096,21352224019.4096,21352224019.4096,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48006372844.2376,55552509154.8264,50368056404.5568,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099,Developed
South Africa,ZAF,SouthernAfrica,347349.36,355471.31,363593.26,371715.20999999996,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,379837.16,115552349036.929,123943432441.241,134545231416.55,147196639471.188,153512625915.287,171735223677.318,163236785802.34,168976663845.486,152982541794.042,151516560274.982,151753369491.916,135429607036.658,129088132201.846,197020241490.079,255806631391.551,288868489078.987,303860874149.007,333075462599.71,316132138757.081,329753048857.052,417365076968.257,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417,Developing
Spain,ESP,SouthernEurope,287710.27,295442.8,304833.84,294733.41,310885.53,327011.05,318543.26,332619.65,342182.98,368362.64,383276.36,382042.84,400722.45,407928.77,423589.74,438759.63,432096.73,442831.8,409174.52,369811.13,354652.28,354632.15,347509.27,320452.33,321937.43,333623.41,321649.7,334703.52,328905.09,309814.17,272244.36,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063.0,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58,Developed
Sweden,SWE,NorthernEurope,71478.31,71587.78,71252.64,71468.07,73940.3,73326.17,77239.0,72345.72,72734.23,69602.79,68349.11,69128.53,69735.21,70071.46,69410.33,66540.93,66183.72,65034.88,62627.99,58395.26,64375.65,60012.26,57108.55,55473.55,53729.41,53557.22,53468.25,52562.66,51784.17,50607.24,46214.03,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25,Developed
Switzerland,CHE,WesternEurope,54933.88,56818.26,56567.9,53980.31,52929.34,53818.43,54468.39,53252.24,54784.06,54585.79,53839.34,55364.28,53808.3,54870.36,55465.75,56089.86,55758.81,53816.99,55211.17,53726.26,55306.85,51186.29,52516.28,53361.84,49425.48,48903.48,49211.98,48245.13,46741.17,46470.47,43789.74,265987061618.198,269127820781.032,280156819798.037,272466458446.129,301628489434.818,353132515010.571,340471241909.385,295121356714.67,303882354117.809,298520480628.412,279841151705.353,287226531168.523,310175772488.13,363063293977.872,405531321270.607,420544947799.55,443801905407.561,493537376707.764,570304197211.707,558199868578.256,603434493402.679,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11,Developed
Türkiye,TUR,WesternAsia,219526.15,226794.72,233132.48,240771.75,234387.83,248248.91,267581.39,278813.84,280318.96,277776.8,298916.75,279740.14,285623.37,304794.79,314423.57,337575.0,358002.53,391697.01,388494.56,395177.14,398793.16,428617.59,448184.46,440195.3,459489.51,474967.53,501107.91,528565.93,523108.03,508725.87,523990.82,150676291094.21,150027833333.333,158459130434.783,180169736363.636,130690172297.297,169485941048.035,181475555282.555,189834649111.257,275967393939.394,256385525071.633,274302959053.103,201751148417.102,240253216295.117,314592428076.487,408876042651.701,506308311476.63,557057829051.453,681337335021.874,770462156204.38,649272568774.193,776992599946.766,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31,Developing
Ukraine,UKR,EasternEurope,942800.47,856425.62,801274.59,711081.21,604913.19,562107.58,515421.5,499632.65,480913.02,449769.06,427917.24,445990.66,431034.49,440311.78,443118.43,442402.01,460035.64,463415.36,451145.48,390533.09,407345.75,428749.0,417831.8,409243.16,362747.72,319166.58,337606.15,323286.59,339815.24,334118.11,318034.95,81393535306.2736,76646767653.13681,71900000000.0,65607522123.8938,52543387167.1759,48214751923.5872,44558075977.0429,50150400171.8859,41883241477.8526,31580960681.7742,32375280320.5765,39309580983.2282,43956369917.0202,52010238715.8475,67220154164.3166,89239370109.4698,111884752475.248,148733861386.139,188111140643.985,121552777492.556,141209864408.488,169333048847.834,182592416468.527,190498811460.028,133503411375.739,91030959454.6961,93355993628.5042,112090530368.543,130891049796.879,153882982016.281,155498989149.587,Developing
United Kingdom,GBR,NorthernEurope,806301.84,815170.02,794899.52,775932.8,763724.11,757644.22,778384.73,754225.94,752806.84,723801.61,723919.58,727063.54,705879.64,711313.29,707930.97,699595.39,692195.48,680031.35,658727.31,601900.31,615724.59,570233.52,586328.48,572040.66,531430.16,513880.19,488309.31,476874.21,467869.95,453233.65,408965.08,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1346422597443.59,1421514820592.82,1559569417157.83,1653391851606.49,1685762821549.91,1662127402027.54,1643908161796.46,1784076738609.11,2057093877551.02,2421814353716.59,2544829090909.09,2717059797608.1,3106182472989.2,2938882352941.18,2425798410967.44,2491110093454.18,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2759804061837.07,Developed
United States,USA,NorthernAmerica,6487330.95,6418406.19,6534880.13,6639525.5,6745166.79,6821933.72,7023529.63,7079206.86,7124684.27,7169885.43,7369162.97,7253522.31,7293277.74,7352702.36,7464364.92,7477358.36,7407921.5,7511447.96,7294541.72,6840741.54,7058197.91,6907203.24,6670533.53,6841661.09,6898525.6,6737358.64,6578432.36,6561824.44,6754831.65,6617916.88,6025973.61,5963144000000.0,6158129000000.0,6520327000000.0,6858559000000.0,7287236000000.0,7639749000000.0,8073122000000.0,8577554457000.0,9062818202000.0,9630664202000.0,10252345464000.0,10581821399000.0,10936419054000.0,11458243878000.0,12213729147000.0,13036640230000.0,13814611414000.0,14451858656000.0,14712844084000.0,14448933025000.0,14992052727000.0,15542581104000.0,16197007349000.0,16784849196000.0,17527163695000.0,18238300569000.0,18745075687000.0,19542979183000.0,20611860934000.0,21433224697000.0,20953030000000.0,Developed
